StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q41,DWIUNG,DWIRG,DWISG,DWISB,DWIRB,DWIUNB,PWIUNG,PWIRG,PWISG,PWISB,PWIRB,PWIURB,DIUNG,DIRG,DISG,DISB,DIRB,DIUNB,PIUNG,PIRG,PISG,PISB,PIRB,PIURB,age,gender,eth,eth_7_TEXT,PROLIFIC_PID,STUDY_ID,FL_23_DO
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,"TITLE OF STUDY: Learning, Perception, and Belief Revision in Infants, Children, and Adults

Principal Investigators: Elizabeth Bonawitz, Ph.D, and Vanessa LoBue, Ph.D



The information in this consent form will provide more details about the research study and what will be asked of you if you choose to take part in it. If you have any questions, you should feel free to ask them and should expect to be given answers you completely understand.  If you wish to take part in the research study, you will be asked to indicate so on this consent form. You are not giving up any of your legal rights by agreeing to take part in this research.



Who is conducting this study?

This research study is conducted by the research laboratories of Dr. Elizabeth Bonawitz and Dr. Vanessa LoBue. The Principal Investigators have the overall responsibility for the conduct of the research. However, there are often other individuals who are part of the research team.



Why is this study being done?                              

The purpose of this research is to understand how people are able to learn so much about the different objects they encounter in the world around them. We are currently studying individuals’ learning and development in multiple domains, including emotional, cognitive, and conceptual.

 

What will I be asked to do if I take part in this study?

This session will last approximately 10 to 60 minutes. In most cases, we will only ask to see you for one, but possibly several brief sessions. During the session, you will be presented with objects or images, you may watch a video clip, perform a computer task, read brief paragraphs, look at pictures, and/or answer a series of questionnaires. You may be asked to make judgements, answer questions (such as making predictions and providing explanations), learn from and teach others, observe events as well as perform actions such as moving or reaching toward certain objects, grouping objects, or activating toys. There are no “right or wrong” responses to any of these questions or tasks—we simply want to find out how people approach objects and situations. Please note that you are NOT being evaluated academically or psychologically, we are simply conducting basic research.



What are the risks of harm or discomforts I might experience if I take part in this study?

There are no foreseeable risks to participate in this study.



Are there any benefits to me if I choose to take part in this study?

While participation in this research provides no direct benefit to you, the results will help us learn about cognitive, emotional, and conceptual development.



Will I be paid to take part in this study?

Some participants may be paid for taking part in the research, depending on the study and the platform on which the study is hosted. Student participants receive RU points as compensation, while participants through Amazon Mechanical Turk are compensated via the MTurk platform. Other participants, such as adult online participants and non-student participants in the lab, may be compensated in the form of a small gift card or cash.



What are my alternatives if I do not want to take part in this study?

Your alternative is not to take part in this study.



Audio/ video recording:

We will video and/or audio record the session, except in cases where recording would be impossible, such as for studies conducted on Amazon Mechanical Turk. Recordings are used for research purposes. Digital copies are kept in the lab. Name anonymized videos are viewed for purposes of data analysis and training. Only authorized research personnel may view these recordings. Recordings will not be shown, either publicly or as part of the presentation of data, unless you give your permission on the form below. The results of our studies are reported as group response patterns. The responses of your child do not make them identifiable. The data we collect are confidential, and we do not disclose results from any individual participant to parents, subjects, or the university.



How will information about me be kept private or confidential?

All efforts will be made to keep your responses confidential, but total confidentiality cannot be guaranteed. The results of our studies are always reported in the form of group averages and individuals are not identifiable. The data we collect are confidential, and we do not disclose results from any individual participant to parents, subjects, or the university. We will know your IP address when you respond to the research through services such as Qualtrics or MTurk. We may ask you to include your age, gender, phone number, and/or address when you complete the study, and this information will be stored in such a manner that some linkage between your identity and your responses in the research exists. Please note that we will keep this information confidential by limiting individuals’ access to the research data and keeping it in a secure location. The research team and the Institutional Review Board at Rutgers University are the only parties that will be allowed to see the data, except as may be required by law. If a report of this study is published, or the results are presented at a professional conference, only group results will be reported. All study data will be kept for at least three years.



What will happen to the information I provide in the research after the study is over?

After information that could identify you has been removed, de-identified responses may be used or distributed to investigators for other research without obtaining additional informed consent from you.



What will happen if I do not want to take part or decide later not to stay in the study?

Taking part is voluntary. It is your choice whether to take part in the research. You may choose to take part or not to take part, and you may change your mind and withdraw from the study at any time. If you wish to stop at any time, you can exit out of your browser and the experiment will be discontinued immediately. You may also refrain from answering any questions that make you uncomfortable. You may also be able to withdraw your consent for use of data you submit, but you must do this in writing to the PIs Vanessa LoBue or Elizabeth Bonawitz. If you do not want to enter the study or decide to stop taking part, your relationship with the study staff will not change, and if you are affiliated with Rutgers University, declining to participate will not affect your standing or enrollment.



Who can I contact if I have questions?

If you have any questions about taking part in this study, please ask them now. If you have questions later, you may contact either of the Principal Investigators: Dr. Elizabeth Bonawitz [elizabeth.bonawitz@rutgers.edu; (973) 353-3944] or Dr. Vanessa LoBue [vlobue@psychology.rutgers.edu; (973) 353-3950]. You may also contact their Lab Manager, Elise Mahaffey, at elise.mahaffey@rutgers.edu or (973) 353-3938 with any questions.



If you have questions about your rights as a research subject, you may contact the Rutgers IRB Director at: Arts and Sciences IRB, 335 George St., Liberty Plaza Ste. 3200, New Brunswick, NJ 08901 (732) 235-2866 or the Rutgers Human Subjects Protection Program at (973) 972-1149, email us at humansubjects@ored.rutgers.edu or write us at 65 Bergen St., Suite 507, Newark, NJ 07107.



Please print out this consent form, or request a copy from the researcher, if you would like a copy of it in your files.



If you do not wish to take part in the research, close this website address. If you wish to take part in the research, follow the directions below:



By selecting the “consent” button below, I acknowledge that I am 18 or older, have read this consent form, and I agree to take part in the Learning, Perception, and Belief Revision in Infants, Children, and Adults project conducted by the research laboratories of Dr. Elizabeth Bonawitz and Dr. Vanessa LoBue.",Create an outcome in which the conflict is resolved in the unrealistically best way,Create an outcome in which the conflict is resolved in the realistically best way,Create an outcome in which this scenario is resolved in a slightly better way,Create an outcome in which this scenario is resolved in a slightly worse way,Create an outcome in which this scenario is resolved in the realistically worst way,Create an outcome in which this scenario is resolved in an unrealistically worst way,Create an outcome in which the conflict is resolved in the unrealistically best way,Create an outcome in which this scenario is resolved in the realistically best way,Create an outcome in which this scenario is resolved in a slightly better way,Create an outcome in which this scenario is resolved in a slightly worse way,Create an outcome in which this scenario is resolved in the realistically worst way,Create an outcome in which this scenario is resolved in the unrealistically worst  way,Create an outcome in which this scenario is resolved in the unrealistically best way,Create an outcome in which this scenario is resolved in the realistically best way,Create an outcome in which this scenario is resolved in a slightly better way,Create an outcome in which this scenario is resolved in a slightly worse way,Create an outcome in which this scenario is resolved in the realistically worst way,Create an outcome in which this scenario is resolved in the unrealistically worst way,Create an outcome in which the conflict is resolved in the unrealistically best way,Create an outcome in which this scenario is resolved in the realistically best way,Create an outcome in which this scenario is resolved in a slightly better way,Create an outcome in which this scenario is resolved in a slightly worse way,Create an outcome in which this scenario is resolved in a realistically worst way,Create an outcome in which this scenario is resolved in the unrealistically worst way,Age,Gender identity,I would identify my race/ ethnicity as (check all that apply): - Selected Choice,I would identify my race/ ethnicity as (check all that apply): - Other (please specify) - Text,PROLIFIC_PID,STUDY_ID,FL_23 - Block Randomizer - Display Order
"{""ImportId"":""startDate"",""timeZone"":""America/Denver""}","{""ImportId"":""endDate"",""timeZone"":""America/Denver""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/Denver""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID41""}","{""ImportId"":""QID16_TEXT""}","{""ImportId"":""QID17_TEXT""}","{""ImportId"":""QID18_TEXT""}","{""ImportId"":""QID19_TEXT""}","{""ImportId"":""QID20_TEXT""}","{""ImportId"":""QID21_TEXT""}","{""ImportId"":""QID34_TEXT""}","{""ImportId"":""QID35_TEXT""}","{""ImportId"":""QID36_TEXT""}","{""ImportId"":""QID37_TEXT""}","{""ImportId"":""QID38_TEXT""}","{""ImportId"":""QID39_TEXT""}","{""ImportId"":""QID9_TEXT""}","{""ImportId"":""QID10_TEXT""}","{""ImportId"":""QID11_TEXT""}","{""ImportId"":""QID12_TEXT""}","{""ImportId"":""QID13_TEXT""}","{""ImportId"":""QID14_TEXT""}","{""ImportId"":""QID27_TEXT""}","{""ImportId"":""QID28_TEXT""}","{""ImportId"":""QID29_TEXT""}","{""ImportId"":""QID30_TEXT""}","{""ImportId"":""QID31_TEXT""}","{""ImportId"":""QID32_TEXT""}","{""ImportId"":""QID23_TEXT""}","{""ImportId"":""QID24""}","{""ImportId"":""QID25""}","{""ImportId"":""QID25_7_TEXT""}","{""ImportId"":""PROLIFIC_PID""}","{""ImportId"":""STUDY_ID""}","{""ImportId"":""FL_23_DO""}"
2020-11-02 14:51:27,2020-11-02 15:02:18,IP Address,98.235.75.17,100,650,True,2020-11-02 15:02:18,R_23Ws42e8AU47e3s,,,,,40.7957000732421875,-77.8618011474609375,anonymous,EN,I consent to participate in this study,"Since they found the crack, the town qualified for a government grant in which the dam was replaced and the townspeople received free high-speed fiber optic internet for life",The state government reconstructed the dam and all water piping infrastructure for the town,"The cracks in the dam were sealed ",The cracks in the dam were sealed but the water level became too high in the reservoir,The cracks were deemed too small to seal so the town now floods every spring,"The dam had a catastrophic failure and flooded three-quarters of the town, making the town disband and the majority of properties were abandoned",The area was deemed as a national forest and now receives large cash supplements to undergo controlled burns,"The power company receives large government subsidies to manage a high risk area ",The power company has 75% costs covered after each wildfire,Wildfires destroy one power generator per wildfire per year,The wildfires scorch 60% of the land that the power company serves,"The wildfires destroy all of the equipment of the power company, forcing them into bankruptcy ",,,,,,,,,,,,,26,Male,"White, not of Hispanic origin",,5f4e9a8e276bbd0aca5d826b,5fa0797dd51d970caf704184,FL_26
2020-11-02 14:54:39,2020-11-02 15:03:31,IP Address,92.57.77.37,100,532,True,2020-11-02 15:03:31,R_3MANHX5PZQMiFmI,,,,,37.188201904296875,-3.6067047119140625,anonymous,EN,I consent to participate in this study,"The engineers discover a new way to use a newly design for a dam with a new material that is self healing. ","The engineers fix all of the cracks, and are able to keep up with any new ones and are able to stabilize it for the future. ","The engineers fix all of the cracks, and are able to keep up with new ones. ","The engineers are able to fix all of the cracks, but struggle to deal with new ones, but they are able to keep the dam from collapsing. ","They can't keep up and the dam catastrophically collapses, but the town was evacuated in time. ","The dam collapses but the town wasn't evacuated. ","The company invests in new technology that is able to get to the root of the fires, and prevent them from happening ever again. ","The company invests in new technology that drastically decreases the damage and amount of fires. ","The company invests in new technology that keeps the fires from disrupting the power, ","The company tries to invest in new technologies but it doesn't work as well as they expected, but it doesn't make anything worse. ","The company invests in a new technology that actually makes the effects of the fires worse on the power, and they waste a lot of money. ","The new technology actually leads to the fires getting out of control and destroying the company, and doing massive damage to the entire area it supplies power to. ",,,,,,,,,,,,,26,Female,"White, not of Hispanic origin",,5d1cc4f0c2db5400158a195d,5fa0797dd51d970caf704184,FL_26
2020-11-02 14:57:43,2020-11-02 15:15:01,IP Address,73.129.195.118,100,1037,True,2020-11-02 15:15:01,R_3HRcEJmQ1jScwQu,,,,,39.0679931640625,-76.9933013916015625,anonymous,EN,I consent to participate in this study,,,,,,,,,,,,,"After the two years, the townspeople moved back to their home and found out their homes were filled with new people.  The Dam was built in one year and the engineers forgot about the people living there and rented out their homes. The Townspeople were enraged at the decision.",After the two years were over the townspeople came to their homes seeing some of them damaged. But the dam was fixed but the ground needs a lot of rework to fix from the flooding and erosion that happened during the process of fixing the dam. The townspeople were upset about the damage but glad to be home.,"The Dam is built faster and the Townspeople come back to their town completely renovated. Their only a few cases of flooding or erosion in the town,"," The Townspeople come back in two years and the dam is not completely finished. The damn sometimes has leaks and continues to flood certain areas of the town. The Engineers are being constantly hassled by the townspeople for their lack of effort in fixing the dam.",The dam is fixed in two years but major problems continue to emerge. The Townspeople notice some parts of the dam are starting to crack and crumble.  The Townspeople and engineers are afraid of what the outcome might be.,"The Dam is not finished in two years and the engineers are out of material. So they start to tare down townspeople's houses for material to help fix the dam. The Townspeople are enraged and some are left without homes. After a few days of the Townspeople's arrival, the dam crashes down completely and floods the town.",,,,,,,21,Male,Black/ African American,,5f131c07da74482dcb139b25,5fa0797dd51d970caf704184,FL_25
2020-11-02 15:08:32,2020-11-02 15:16:32,IP Address,162.229.104.37,100,480,True,2020-11-02 15:16:33,R_1jwisHAoss3iWOA,,,,,42.0753936767578125,-87.82219696044921875,anonymous,EN,I consent to participate in this study,,,,,,,,,,,,,"The town pays for the relocations and offers high incentives to move back into the town, such as free mortgages. ","The town offers a stipend to move out of town and offers mild incentives to move back, like lower rent. ","The town offers small stipends to relocate. ","The town makes people foot the relocation bills themselves. ","The town notifies people of the relocation too late, and people don't have the chance to sell their homes. ","The town evicts people from their homes and as they are leaving, the dam bursts, drowning them. ","The company would reimburse customers for what occurred and offer them free power forever. ","The company would reimburse customers for their lost service. ",The company would offer a small partial reimbursement.,The company would offer a reimbursement in the form of food that could then not be refridgerated.,"The people would move from their homes in disgruntlement and the company would make no apologies. ","The people get angry and burn down the power company, which leads to the very wildfire they were trying to avoid. ",24,Nonbinary,"White, not of Hispanic origin",,5ec5d2ba696044645e759a39,5fa0797dd51d970caf704184,FL_25
2020-11-02 15:20:41,2020-11-02 15:23:40,IP Address,70.231.49.123,100,179,True,2020-11-02 15:23:41,R_3HwwYApxLqOkwRD,,,,,34.090301513671875,-118.37490081787109375,anonymous,EN,I consent to participate in this study,the engineers should repair the cracks as soon as possible,,,,,,the should be careful to nature,,,,,,,,,,,,,,,,,,40,Female,"White, not of Hispanic origin",,5f084a7987a3fe028ff65b8a,5fa0797dd51d970caf704184,FL_26
2020-11-02 15:27:18,2020-11-02 15:34:06,IP Address,107.126.63.254,100,408,True,2020-11-02 15:34:06,R_2VaQiyKHb7IxF8M,,,,,41.8881988525390625,-87.61640167236328125,anonymous,EN,I consent to participate in this study,"The government pays for the entire town to be relocated, buildings and all. ","The state government pays for a new dam that should last another fifty years without problems. ","The state government pays for repairs on the cracks and hopes the dam will continue to hold. ","The government ignores the problem, but the dam lasts for another few years before the problem worsens. ","The dam begins to leak, but does not fail completely. ","The dam fails completely and washes the entire town away. ","The company builds a fire proof bubble over the area. ","The company launches a campaign the encourage safe fire behaviors. ","The company sends out fliers detailing safe fire behaviors. ","The company ignores the problem. ","The company threatens people with fines for unsafe fire behaviors. ","The company decides to vacate and just let the area burn. ",,,,,,,,,,,,,33,Female,"White, not of Hispanic origin",,5f7210740d21050e27dd623c,5fa0797dd51d970caf704184,FL_26
2020-11-02 15:18:45,2020-11-02 15:36:19,IP Address,174.104.105.13,100,1053,True,2020-11-02 15:36:19,R_25MIBT3z0tY6jLG,,,,,41.14129638671875,-81.3444976806640625,anonymous,EN,I consent to participate in this study,,,,,,,,,,,,,"The renovation was completed ahead of schedule and under budget, using the rest of the budget to fund a leisure space for the townspeople, now dubbed ""Barrier Greens"".","The project was completed on time and broke even on the quoted budget. There was a very minor impact to economic stability for a short time, but overall the townspeople had an easy, overall non-impactful transition.","The project was completed on time, but due to rush constraints the budget was overran by a small figure. The dam is operational and everybody returns home with slightly lighter wallets but a safer environment for their families.","The project had a stall and was forced to go over budget and over deadline. There was a slight dent made in the economic business sector within the city, and it will take a year or two to recover.",The project had complications that imposed major delays in the construction timeline. Outsourced experts had to be paid to fix the problem causing major economic stress for the town trying to repopulate. Severely over-budget and over-deadline delivery.,"The project is revealed to have major structural defects, and during the attempts to repair the dam, it collapses.","A failproof invention is created that permanently insulates the power lines from sparking, ensuring their ability to supply power while not starting wildfires.","The power is moderated to a regulated basis where it isn't cut off permanently, but is only available during specific hours during the day.",The power company offers a credited deficit to all of those who are effected by the blackouts.,The power company offers a discounted option to purchase a generator to supply power to your home.,The company refuses to change anything about the blackouts.,The power company increases blackout times and causes the people to revolt.,,Male,American Indian/ Alaska Native,,5f506fa8fe32291f0b085e97,5fa0797dd51d970caf704184,FL_25
2020-11-02 15:08:24,2020-11-02 15:37:43,IP Address,8.46.123.202,100,1758,True,2020-11-02 15:37:43,R_3lPT8CN3tQKMuVv,,,,,40.7126007080078125,-74.00659942626953125,anonymous,EN,I consent to participate in this study,The citizens are relocated into new homes in various residence,The crack is simply fixed,The water is channeled somewhere else and the dam is no more to prevent such from happening again,The dam starts to leak water at first and is fixed after several weeks of complaints,The dam leaks a lot thereby messing up some parts of the town before being fixed,The dam floods the town and there is loss of lives and properties,The area receives large compensation from the government as part of their budget every year,"Health and fire are facilities are equipped, Cables and Various transmission equipments are placed at strategic locations",Reduced electric bill for people in that area,The company uses cheap electrical materials,Actions are only taken when the fire occurs and nothing more is done,Nothing is done at all,,,,,,,,,,,,,23,Male,Black/ African American,,5f782f0fd2294b3b898a07ea,5fa0797dd51d970caf704184,FL_26
